,Brand,Best_Seller_ALL_OVER,Best_Seller_ALL_OVER_Rating,Best_Seller_FeedBack_Rating,Best_Seller_FeedBack_Rating_Rating,Best_Seller_Product_Rating,Best_Seller_Product_Rating_Rating,Best_Seller_Packaging_Rating,Best_Seller_Packaging_Rating_Rating,Best_Seller_Courier_Rating,Best_Seller_Courier_Rating_Rating
430,Iball-Intel,SUFI ELECTRONICS,4.0473264198703065,IT TECH SOLUTIONS,4.076923076923077,SUFI ELECTRONICS,3.8,SUFI ELECTRONICS,4.6000000000000005,SUFI ELECTRONICS,4.6000000000000005
431,Immunity booster,Sadguru Distributor,3.771767627988339,KESARIYA AGENCIES,3.833333333333333,Sadguru Distributor,3.9333333333333336,Sadguru Distributor,3.8,Sadguru Distributor,4.7
432,Impulse,Cloudtail India,3.437132386023507,Cloudtail India,3.145833333333333,Cloudtail India,4.031250000000001,Cloudtail India,3.5885416666666674,Cloudtail India,4.439583333333334
433,In tel,Arnav Tradings,4.166702783788208,Arnav Tradings,4.714285714285714,Pcs System,4.042857142857144,-TOS-,4.342857142857143,Arnav Tradings,4.714285714285714
434,Inalsa,Khandelwal enterprises paota,4.185261482478596,Khandelwal enterprises paota,4.0,Garg bartan store,4.095238095238096,Khandelwal enterprises paota,4.74,Khandelwal enterprises paota,4.74
435,India,INDIA ENTER,3.642165360985838,Kukatoo,3.6,INDIA ENTER,4.079999999999999,INDIA ENTER,3.74,INDIA ENTER,4.546666666666667
436,Indian Oil Corporation Limited,Woohoo,3.7075301899507416,Woohoo,2.833333333333333,Woohoo,4.0,Woohoo,4.5,Woohoo,4.5
437,Indian Riders,DealsMonk,3.234746219462592,DealsMonk,2.976190476190476,DealsMonk,3.897619047619048,DealsMonk,3.4369047619047617,DealsMonk,4.34047619047619
438,Indian Stallion,Store108,3.293508550987527,GREAN,2.7142857142857144,Store108,4.2250000000000005,Store108,3.4125,Store108,4.520833333333333
439,Inditradition,Inditradition ®,3.828554881070796,Inditradition ®,4.2777777777777795,Inditradition ®,3.5777777777777793,Inditradition ®,3.9277777777777767,Inditradition ®,4.53968253968254
440,Inditrust,Credence Industrial,3.894055656918949,Credence Industrial,4.142857142857143,Credence Industrial,3.6857142857142855,Credence Industrial,3.914285714285714,Credence Industrial,4.714285714285714
441,Innersetting,Tobegift,3.6129735520043282,Tobegift,2.8,Innersetting,4.0,Tobegift,4.4,Tobegift,4.4
442,Insasta,A2Z E-Sales,4.0516775098401645,A2Z E-Sales,4.125,SHIVAY CORPORATION,3.9857142857142858,A2Z E-Sales,4.393750000000002,SHIVAY CORPORATION,4.657142857142857
443,Intel,Kiron,4.225957985914833,Kiron,4.346153846153847,SmartGlobal,4.1072727272727265,FastDealsIndia,4.716666666666667,FastDealsIndia,4.716666666666667
444,Intern,Appario Retail Private Ltd,3.0274901538897234,Appario Retail Private Ltd,2.530434782608696,Appario Retail Private Ltd,3.732028985507246,Appario Retail Private Ltd,3.6703623188405787,Appario Retail Private Ltd,4.118985507246378
445,Intex,YAMAMA,4.2814073742116365,Just Deal Mart,4.666666666666667,Cart2India Online,4.383333333333334,Meera-Enterprises,4.314285714285714,YAMAMA,4.683333333333334
446,Involve Your Senses,Car Store,3.862221947647256,Car Store,4.0,Thanukkodi Adithya,3.9333333333333336,Car Store,3.95,Car Store,4.557142857142857
447,Ionix,Perfect Sales India,3.068063910346459,Perfect Sales India,3.0,Perfect Sales India,3.68,Perfect Sales India,3.3400000000000003,Perfect Sales India,4.196666666666666
448,Irrfan Khan,RADIO & GRAMOPHONE HOUSE,4.021065596067855,RADIO & GRAMOPHONE HOUSE,4.333333333333333,Smart Buy Movies,4.225,RADIO & GRAMOPHONE HOUSE,4.05,RADIO & GRAMOPHONE HOUSE,4.683333333333334
449,Isomars,ISOMARS,4.604087086942587,ISOMARS,5.0,ISOMARS,3.95,ISOMARS,4.475,ISOMARS,5.0
450,Ivaan,Bajaj - Shri Groups,4.672486451057628,Familykart,3.5416666666666665,Bajaj - Shri Groups,5.0,Bajaj - Shri Groups,5.0,Bajaj - Shri Groups,5.0
451,Izoo,Izoo®,3.116495063195587,Izoo®,2.666666666666667,Izoo®,3.9666666666666663,Izoo®,3.3166666666666664,Izoo®,4.352380952380952
452,JAPSBAG,JAPSBAG,3.602689046679724,JAPSBAG,3.2857142857142856,JAPSBAG,4.1571428571428575,JAPSBAG,3.721428571428572,JAPSBAG,4.5
453,JASS HOME DECOR,Jass Home Decor,3.3623132737059507,Jass Home Decor,3.166666666666667,Jass Home Decor,4.0,Jass Home Decor,3.583333333333333,Jass Home Decor,4.285714285714286
454,JBL,TechCommerce,4.203889157745008,TechCommerce,4.2,Raman GoSain,4.4,New Super Star Selections,4.65,TechCommerce,4.69
455,JK,Ravishing Variety,3.994178253980209,Ravishing Variety,3.933333333333333,LIBRA COM CORP,4.106249999999998,Ravishing Variety,4.290555555555557,Ravishing Variety,4.5344444444444445
456,JMAGS,JMAGS,3.5097377673166235,JMAGS,3.833333333333333,teleform,3.9333333333333336,JMAGS,3.733333333333333,JMAGS,4.276190476190476
457,JT,Shop Too Shop®,4.4056292170331375,Shop Too Shop®,4.8,Shop Too Shop®,3.94,Shop Too Shop®,4.37,Shop Too Shop®,4.8
458,JUAREZ,HRB Musicals,4.041213727696843,HRB Musicals,4.333333333333333,TigeRetaiL_SLP,3.966588235294117,HRB Musicals,4.133333333333333,HRB Musicals,4.533333333333333
459,JVS,Hindustan Deal,3.3865556654558624,Bulfyss® - What You See Is What You Get,3.666666666666667,Hindustan Deal,4.1,Bulfyss® - What You See Is What You Get,3.6166666666666667,Hindustan Deal,4.414285714285714
460,JY SUPER,Paykars,4.323175986659856,Paykars,4.75,JN Retails,4.171428571428572,Hunt India,4.333333333333334,JN Retails,4.771428571428572
461,Jack Black,Smart Buy Movies,3.639799527182447,Smart Buy Movies,3.5,Pritam Music Pvt. Ltd.,4.05,Smart Buy Movies,3.75,Smart Buy Movies,4.5200000000000005
462,Jade Spade,Jade Spade,3.726778206935069,Jade Spade,3.70625,Jade Spade,3.937291666666667,Jade Spade,3.821770833333333,Jade Spade,4.5497916666666685
463,Jason Momoa,Excel Innovators,2.920497036463863,Excel Innovators,2.1666666666666665,Excel Innovators,4.075,Excel Innovators,3.120833333333333,Excel Innovators,4.364285714285714
464,Jazz Fashions,JAZZ FASHIONS,3.41498364944638,JAZZ FASHIONS,3.1363636363636367,JAZZ FASHIONS,4.045454545454545,JAZZ FASHIONS,3.590909090909092,JAZZ FASHIONS,4.384584980237153
465,JioFi,MAHALAXMI DISTRIBUTOR,4.2850033675182635,MAHALAXMI DISTRIBUTOR,4.0,Meera-Enterprises,3.95,MAHALAXMI DISTRIBUTOR,4.7799999999999985,MAHALAXMI DISTRIBUTOR,4.7799999999999985
466,John Boyega,The Paper Palette,4.248003155132722,The Paper Palette,4.8,Pritam Music Pvt. Ltd.,3.9,The Paper Palette,4.22,The Paper Palette,4.8
467,Johnny Depp,MUSIC N BEYOND,3.6287092141252617,Smart Buy Movies,4.285714285714286,Pritam Music Pvt. Ltd.,3.7,MUSIC N BEYOND,3.795,MUSIC N BEYOND,4.4
468,Johnson's,A and K Enterprise,4.528439988134147,A and K Enterprise,4.666666666666667,TINY TOES,4.45,A and K Enterprise,4.5,A and K Enterprise,4.766666666666667
469,Jopasu,jopasucarcare,4.028127874137306,jopasucarcare,4.666666666666667,e9accessories,3.86,jopasucarcare,4.066666666666666,jopasucarcare,4.666666666666667
470,Jos Alukkas,Woohoo,3.0323836438230107,Woohoo,2.0,Woohoo,3.7000000000000006,Woohoo,4.133333333333333,Woohoo,4.133333333333333
471,Joyalukkas,Woohoo,3.535667402811028,Woohoo,2.4444444444444446,Woohoo,4.0,Woohoo,4.4444444444444455,Woohoo,4.4444444444444455
472,K London,K London,3.3324279106210732,K London,3.0000000000000004,K London,4.001666666666667,K London,3.500833333333333,K London,4.4088095238095235
473,K3,(Gadgets2use),3.8069136883952126,(Gadgets2use),4.25,AruTrade,2.7000000000000006,(Gadgets2use),4.5875,(Gadgets2use),4.5875
474,K7,Cloudtail India,4.1473745335163565,Cloudtail India,3.5,Cloudtail India,4.3,Cloudtail India,4.65,Cloudtail India,4.65
475,KABEER ART,Kb Traders,3.2902396198375614,Kb Traders,3.1769230769230767,Kb Traders,3.7707692307692304,Kb Traders,3.4738461538461536,Kb Traders,4.381538461538462
476,KANISH SALES,KANISH SALES,2.071953684484952,KANISH SALES,1.5,KANISH SALES,3.1,KANISH SALES,3.4166666666666674,KANISH SALES,3.4166666666666674
477,KETSAAL,GLORIOUS LIVING,3.285115456072071,GLORIOUS LIVING,3.6,Rays Tek,4.1000000000000005,GLORIOUS LIVING,3.65,Rays Tek,4.433333333333334
478,KEZRO,WaitRose,3.5400238029235087,WaitRose,3.2666666666666666,WaitRose,4.072,WaitRose,3.669333333333333,WaitRose,4.482000000000001
479,KILLER,COSMUS BAGS PVT. LTD.,3.0222296181145465,COSMUS BAGS PVT. LTD.,2.620833333333333,COSMUS BAGS PVT. LTD.,3.9291666666666663,COSMUS BAGS PVT. LTD.,3.2749999999999995,COSMUS BAGS PVT. LTD.,4.239166666666667
480,KOUZI,RS SHOPPING,2.6891253616393462,RS SHOPPING,2.2333333333333334,RS SHOPPING,3.668333333333333,RS SHOPPING,3.3208333333333333,RS SHOPPING,3.928333333333333
481,KS,Fitness Hubb,3.5480322275196627,Fitness Hubb,3.75,Inditradition ®,4.0285714285714285,Fitness Hubb,3.7375,O.S TRADERS,4.516666666666667
482,Kabello,Kabello® - Kanika Enterprises,3.22842582241163,Kabello® - Kanika Enterprises,2.833333333333333,Kabello® - Kanika Enterprises,3.98,Kabello® - Kanika Enterprises,3.4066666666666667,Kabello® - Kanika Enterprises,4.394285714285714
483,Kadence,medley musicals,3.8849443672769213,medley musicals,3.666666666666666,Trends India International,4.0873333333333335,medley musicals,4.1090909090909085,medley musicals,4.624242424242424
484,Kaspersky,SHOPWITHCONFIDENCE,4.1944401601949375,SHOPWITHCONFIDENCE,4.205128205128204,Crescent Computerz,4.4,SHOPWITHCONFIDENCE,4.408333333333333,SHOPWITHCONFIDENCE,4.682051282051282
485,Kelly Macdonald,Pritam Music Pvt. Ltd.,3.8377103651262927,Pritam Music Pvt. Ltd.,4.0,Pritam Music Pvt. Ltd.,4.0,Pritam Music Pvt. Ltd.,4.0,Pritam Music Pvt. Ltd.,4.385714285714285
486,Kent,Avni Enterprises,4.696035623051163,Avni Enterprises,5.0,Avni Enterprises,4.125,Avni Enterprises,4.5625,Avni Enterprises,5.0
487,Kevin,Cloudtail India,3.795843011840812,Cloudtail India,3.4735849056603776,Cloudtail India,4.035314465408804,Cloudtail India,4.158223270440252,Cloudtail India,4.507075471698113
488,Kimberly-Clark,Cloudtail India,2.398619732915606,Cloudtail India,2.0,Cloudtail India,3.6,Cloudtail India,2.8,Cloudtail India,3.95
489,Kingston,best_buyaxz,4.536787959267464,Harsh Enterprises.,4.142857142857143,Online Boss,4.6000000000000005,FastDealsIndia,4.9,best_buyaxz,4.9
490,Kishori Amonkar,Pankajtelevideocentre,4.331457705130399,Pankajtelevideocentre,4.285714285714286,Pankajtelevideocentre,4.133333333333334,Pankajtelevideocentre,4.2095238095238106,Pankajtelevideocentre,5.0
491,Klapp,A-Sky Retails,3.6198434887318367,A-Sky Retails,3.9722222222222223,Cloudtail India,3.8382051282051277,A-Sky Retails,3.768981481481482,A-Sky Retails,4.440555555555556
492,Kobo,FINE KART,4.207772000493192,FINE KART,3.9230769230769234,Cloudtail India,4.2025,FINE KART,4.4394230769230765,FINE KART,4.7807692307692315
493,Kodak,Sigma Online,3.6269332463595867,Sigma Online,3.217948717948718,Sigma Online,3.984615384615384,Sigma Online,4.055128205128205,Sigma Online,4.441025641025641
494,Konex,Cpixen®,3.973791824936713,Cpixen®,4.333333333333333,quick Store,4.033333333333333,Cpixen®,4.133333333333333,SHREE TRADINGS,4.486666666666667
495,Kookaburra,Kanha Retails,3.19264594277478,Kanha Retails,3.0,Kanha Retails,3.9,Kanha Retails,3.45,Kanha Retails,4.216666666666666
496,Kore,Headly Fitness,3.5895397458653413,Headly Fitness,3.5555555555555554,Cloudtail India,3.97,Headly Fitness,3.6966666666666654,Headly Fitness,4.533968253968253
497,Kores,Ocean Communication & Systems,4.769144821564911,Ocean Communication & Systems,3.8,EASYone,5.0,EASYone,5.0,EASYone,5.0
498,Koryo,Big  Bazaar,3.0275285583454625,Big  Bazaar,3.0,Big  Bazaar,3.6000000000000005,Big  Bazaar,3.3000000000000003,Big  Bazaar,4.2
499,Kotion Each,Game Addicts,3.7825461781709233,Game Addicts,2.833333333333333,BoL56junH,4.1000000000000005,Game Addicts,4.55,Game Addicts,4.55
500,Kraptick,Muggles International,3.6014621225979804,Muggles International,3.6384615384615375,Muggles International,3.864615384615385,Muggles International,3.7515384615384617,Muggles International,4.4338461538461535
501,Krazzy Collection,ElectronicsArtGalleryEAG®,3.0926243966649887,SPY 360,3.4,FREDI HD PLUS,2.733333333333333,ElectronicsArtGalleryEAG®,4.166666666666667,ElectronicsArtGalleryEAG®,4.166666666666667
502,Krevia,KRIVA ENTERPRISE,2.394633064577616,KRIVA ENTERPRISE,1.6363636363636365,KRIVA ENTERPRISE,3.9,KRIVA ENTERPRISE,2.768181818181818,KRIVA ENTERPRISE,4.008333333333333
503,Krisons,KESL,3.3226303486675155,KESL,3.1083333333333334,KESL,3.5090277777777765,KESL,3.9336805555555534,KESL,4.297916666666665
504,Kuber Industries,Cloudtail India,4.39803319383957,Cloudtail India,4.755555555555556,Cloudtail India,3.984444444444444,Cloudtail India,4.37,Cloudtail India,4.782222222222222
505,Kurtzy,Kurtzy-India,4.007369876452984,Kurtzy-India,4.2,Kurtzy-India,4.0,Kurtzy-India,4.1000000000000005,Kurtzy-India,4.533333333333333
506,Kusam Meco,EL-TRONICS,3.8977743296350793,EL-TRONICS,4.5,Shyam Electronics&Electricals,3.7200568181818174,Instrukart Holdings,4.5125,Instrukart Holdings,4.5125
507,LALA LIFE,SGL Store,3.1516368425949004,SGL Store,3.4,SGL Store,3.5,SGL Store,3.45,SGL Store,4.133333333333334
508,LEGO,Cloudtail India,3.751364195059329,Cloudtail India,3.4285714285714284,Starmark,4.260000000000002,Cloudtail India,3.778571428571429,Cloudtail India,4.7
509,LG,Great Indian Sale,4.32576854394018,Great Indian Sale,4.25,StorazeBiz,4.5,Apna Deal,4.714285714285714,Great Indian Sale,4.825
510,LG ELECTRONICS INC.,Shyam Tech,3.916793914986593,Shyam Tech,3.25,Shyam Tech,4.1,Shyam Tech,4.55,Shyam Tech,4.55
511,LIOOBO,Goreitia,3.0629018838818327,Goreitia,2.5,Goreitia,4.0,Goreitia,3.25,Goreitia,4.385714285714285
512,LOOPAn,Ergode India,3.399236104805833,Ergode India,3.168888888888889,Ergode India,3.819333333333333,Ergode India,3.722111111111111,Ergode India,4.3793333333333315
513,LORETO – A QUALITY LINEN BRAND,Loreto,3.579047704823473,Loreto,3.615384615384616,Loreto,3.9384615384615382,Loreto,3.7769230769230764,Loreto,4.324175824175824
514,LTETTES,DACHINE,3.0279977390910027,DACHINE,3.0,DACHINE,3.640000000000001,DACHINE,3.3200000000000003,DACHINE,4.154285714285714
515,LYCAN,Sia Ram,3.400758460815081,Sia Ram,3.6410256410256414,Sia Ram,3.665897435897436,Sia Ram,3.653461538461538,Sia Ram,4.216666666666667
516,La Polo,bnwinternationl,3.3769216813448875,bnwinternationl,3.2,bnwinternationl,3.96,bnwinternationl,3.58,bnwinternationl,4.326666666666667
517,Lakme Salon,Woohoo,2.05354360523222,Woohoo,2.0,Woohoo,2.6,Woohoo,3.4,Woohoo,3.4
518,Lapcare,TPS Technologies,4.793128732856443,TPS Technologies,4.166666666666667,A TO Z IT,4.8,TPS Technologies,4.966666666666667,TPS Technologies,4.966666666666667
519,Laurels,Fine Line Retails,3.8514510677027203,Fine Line Retails,3.8571428571428568,Fine Line Retails,4.042857142857144,Fine Line Retails,3.9499999999999993,Fine Line Retails,4.530357142857143
520,Le Gear,Deep Gallery,4.153891854423837,Deep Gallery,4.333333333333333,Deep Gallery,4.233333333333333,Deep Gallery,4.283333333333333,Deep Gallery,4.433333333333334
521,Leaf,Appario Retail Private Ltd,4.013839486351847,Appario Retail Private Ltd,3.8020833333333335,Appario Retail Private Ltd,3.86875,Appario Retail Private Ltd,4.435416666666667,Appario Retail Private Ltd,4.639583333333333
522,LeeRooy,FSNSTORE,4.240565912979623,FSNSTORE,4.75,YASH      ENTERPRISES,3.933333333333333,FSNSTORE,4.2125,FSNSTORE,4.8
523,Leegoal,niceeshop,2.5894266343566366,niceeshop,1.75,niceeshop,4.025,niceeshop,2.8875,niceeshop,4.165000000000001
524,Lenovo,ADVANT,4.428664392327682,BHAENTERPRISES,5.0,xtronicsapp,4.5,ADVANT,4.85,BHAENTERPRISES,5.0
525,Leverage,Leverage Science And Technologies Limited,2.7498572625886477,Leverage Science And Technologies Limited,2.0,Leverage Science And Technologies Limited,3.983333333333333,Leverage Science And Technologies Limited,2.9916666666666667,Leverage Science And Technologies Limited,4.283333333333333
526,Li-Ning,Power fit,4.622287045607733,Power fit,4.666666666666667,Power fit,4.533333333333333,Power fit,4.6,Power fit,4.741666666666667
527,Lifeline,GymMart(Fit-N-Fine Fitness),4.1420475604920135,GymMart(Fit-N-Fine Fitness),4.440476190476192,Cloudtail India,3.9583333333333335,GymMart(Fit-N-Fine Fitness),4.19047619047619,GymMart(Fit-N-Fine Fitness),4.626190476190477
528,Lifelong,GoTo Style Mart,3.1655419883347604,GoTo Style Mart,2.5,Cloudtail India,3.7777777777777777,GoTo Style Mart,4.1,GoTo Style Mart,4.1
529,Lifestyle,Woohoo,3.7979664029789455,Woohoo,2.1666666666666665,Woohoo,4.5,Woohoo,4.666666666666667,Woohoo,4.666666666666667
530,Liolis,Liolis,3.1592264994939336,Liolis,3.333333333333333,Liolis,3.433333333333333,Liolis,3.3833333333333333,Liolis,4.3047619047619055
531,Lista,Schrodinger15,4.4998614803168895,Schrodinger15,4.857142857142857,anne -kee™ (homecraft2010),4.283333333333334,Schrodinger15,4.435714285714286,Schrodinger15,4.857142857142857
532,Litake,Youth store.,3.8406049319588673,Youth store.,4.142857142857143,borr,3.8666666666666667,Youth store.,3.9428571428571435,Youth store.,4.5285714285714285
533,Little Pumpkin,The Baby world,3.5713611992953425,The Baby world,3.4717948717948723,The Baby world,3.879487179487179,The Baby world,3.6756410256410255,The Baby world,4.541025641025642
534,Little's,APG_ONLINE_2015,4.163999804324625,APG_ONLINE_2015,4.285714285714286,Cloudtail India,4.05,APG_ONLINE_2015,4.135714285714286,APG_ONLINE_2015,4.8
535,Littly,Cloudtail India,4.061053570532389,Cloudtail India,4.333333333333333,GopalJi Creation,4.1000000000000005,Sigma Online,4.1099999999999985,Cloudtail India,4.733333333333333
536,Liverpool F.C.,GoalSquadShop,3.005557610549133,GoalSquadShop,3.0,GoalSquadShop,3.725,GoalSquadShop,3.3625,GoalSquadShop,4.005000000000001
537,Livzing,Livzing,4.075816295540012,Livzing,4.6000000000000005,Livzing,3.68,Livzing,4.14,Livzing,4.6000000000000005
538,Lloyd,264,3.5280718026085163,264,3.5,264,4.0,264,3.75,Cloudtail India,4.488095238095238
539,Logitech,National-shoppe,4.5372800829679205,Kiron,4.166666666666667,Classic Network and Computers,4.5,Kiron,4.866666666666666,Kiron,4.866666666666666
540,Lolin NodeMCU,Pritroniks Technologies,4.463589392984546,Pritroniks Technologies,4.166666666666667,Bucketlist,4.148076923076924,Pritroniks Technologies,4.8500000000000005,Pritroniks Technologies,4.8500000000000005
541,Lotus,PARVEEN STORE,4.369948848156303,PARVEEN STORE,4.6000000000000005,Kritika Enterprises Cosmetic,4.466666666666666,PARVEEN STORE,4.37,PARVEEN STORE,4.716666666666666
542,Lovely Arts Collection,Hasan trading,4.177705201714299,Hasan trading,4.5,Hasan trading,4.033333333333334,Hasan trading,4.266666666666668,GOELX- THE LARGEST CRAFT STORE,4.671428571428573
543,Low Price,SD TOP QUALITY,3.539713299223225,DP Online,3.5,B.P. Trading Company,4.3,SD TOP QUALITY,3.7125,B.P. Trading Company,4.48
544,Lunar's,PAZZO,2.843320429017897,PAZZO,2.75,PAZZO,3.4666666666666672,PAZZO,3.1083333333333334,PAZZO,4.2333333333333325
545,Lutyens,SSN ENTERPRISES,3.437949209708063,SSN ENTERPRISES,3.369230769230769,SSN ENTERPRISES,3.928205128205129,SSN ENTERPRISES,3.6487179487179486,SSN ENTERPRISES,4.305128205128205
546,Luvlap,HYGIENIC DIAPERS,4.604087086942588,HYGIENIC DIAPERS,5.0,knickknack42,4.266666666666667,HYGIENIC DIAPERS,4.4750000000000005,HYGIENIC DIAPERS,5.0
547,Luzon Dzire,UNITED. BROTHERS,3.9230438328703623,UNITED. BROTHERS,4.666666666666667,supreme ro system,4.3,UNITED. BROTHERS,3.966666666666667,UNITED. BROTHERS,4.666666666666667
548,M-Techno,M-TECHNO,4.4039909774262895,M-TECHNO,2.6666666666666665,M-TECHNO,5.0,M-TECHNO,5.0,M-TECHNO,5.0
549,M.Chandrasekharan,Pritam Music Pvt. Ltd.,3.744069204477716,Pritam Music Pvt. Ltd.,3.8571428571428568,New Super Star Selections,4.26,Pritam Music Pvt. Ltd.,3.903571428571429,Pritam Music Pvt. Ltd.,4.4
550,MAA-KU,Star Peripherals,4.050231908038439,Star Peripherals,3.75,AEROKARTUP,3.7,Star Peripherals,4.675,Star Peripherals,4.675
551,MANTRA,Nash Convergent Solutions,4.356961370544756,Nash Convergent Solutions,4.357142857142857,Nash Convergent Solutions,4.092857142857143,Nash Convergent Solutions,4.564285714285714,Nash Convergent Solutions,4.728571428571429
552,MAONO,Appario Retail Private Ltd,3.6471936226680084,Appario Retail Private Ltd,3.666666666666667,Appario Retail Private Ltd,3.86,Appario Retail Private Ltd,3.763333333333333,Appario Retail Private Ltd,4.508571428571427
553,MARINE PEARL,Marine Pearl,2.901371418808772,Marine Pearl,2.8571428571428568,Marine Pearl,3.6714285714285713,Marine Pearl,3.2642857142857142,Marine Pearl,4.0
