,Brand,Best_Seller_ALL_OVER,Best_Seller_ALL_OVER_Rating,Best_Seller_FeedBack_Rating,Best_Seller_FeedBack_Rating_Rating,Best_Seller_Product_Rating,Best_Seller_Product_Rating_Rating,Best_Seller_Packaging_Rating,Best_Seller_Packaging_Rating_Rating,Best_Seller_Courier_Rating,Best_Seller_Courier_Rating_Rating
556,MEXTECH,DE Retail Inc,3.910957731635695,WESTERN INSTRUMENTS,4.5,Cloudtail India,3.903333333333332,Cloudtail India,4.051666666666668,DE Retail Inc,4.557142857142857
557,MILTON,CKB CREATIONS,4.588324480752546,Sapno Ki Apni Dukaan,5.0,SHIVAM ENTERPRISES & SALE POINT,4.300000000000002,CKB CREATIONS,4.460000000000001,Sapno Ki Apni Dukaan,5.0
558,MK,flmas,4.203267942915544,flmas,4.666666666666667,DiscounteDeals,3.98,flmas,4.233333333333333,DiscounteDeals,4.666666666666667
559,MOM'S HOME,GreenWood Organic & Bamboo clothing,3.192757702073359,GreenWood Organic & Bamboo clothing,2.833333333333333,GreenWood Organic & Bamboo clothing,3.95,GreenWood Organic & Bamboo clothing,3.391666666666666,GreenWood Organic & Bamboo clothing,4.3500000000000005
560,MOUNT TRACK,Fair Deal Traders,3.709386984075853,Fair Deal Traders,3.825,Fair Deal Traders,3.819545454545454,Fair Deal Traders,3.822272727272727,Fair Deal Traders,4.5122727272727285
561,MPRT,MpkrtRetailNet,3.2130166045056434,MpkrtRetailNet,2.8571428571428568,MpkrtRetailNet,3.885714285714286,MpkrtRetailNet,3.3714285714285714,MpkrtRetailNet,4.442857142857141
562,MRF,Agarwal Sports Industries,4.7091711282095305,Agarwal Sports Industries,5.0,MAHADEV SPORTS MEERUT CITY,4.3,Agarwal Sports Industries,4.575,Agarwal Sports Industries,5.0
563,MStick,MoMaSa,4.250688166278189,MoMaSa,3.9,Chauhan DigiPrint,4.4,MoMaSa,4.58,MoMaSa,4.58
564,MUFUBU,Mufubu,4.21715121497648,Mufubu,4.199999999999998,Mufubu,3.96,Mufubu,4.391111111111111,Mufubu,4.777777777777779
565,MUSTANG,Music Tycoons,3.565406901748215,Music Tycoons,3.4777777777777783,Music Tycoons,3.8933333333333326,Music Tycoons,3.9300000000000006,Music Tycoons,4.293333333333333
566,MY 60 MINUTES,Grooming Kart ®,3.6888414352193792,Grooming Kart ®,3.8571428571428568,Grooming Kart ®,3.84,Grooming Kart ®,3.848571428571428,Grooming Kart ®,4.405714285714286
567,MY SHAKE,Tara Traders,3.8114393548095564,Tara Traders,4.0,Tara Traders,3.9499999999999993,Tara Traders,3.975000000000001,Tara Traders,4.385714285714286
568,Magideal,Cyruss,4.0322549388477,Cyruss,4.175454545454547,Meili,4.117066666666666,Cyruss,4.10009090909091,Cyruss,4.588
569,Magna Tiles,iBhejo,4.2556899498084375,iBhejo,4.714285714285714,Shopstyle,4.116666666666666,iBhejo,4.257142857142857,Cart2India Online,4.857142857142857
570,Mahanandhi web services,MAHANANDI WEB SERVICES,3.262613882757724,MAHANANDI WEB SERVICES,2.821428571428572,MAHANANDI WEB SERVICES,3.9851503759398503,MAHANANDI WEB SERVICES,3.4032894736842105,MAHANANDI WEB SERVICES,4.478007518796993
571,Maharaja Whiteline,Cloudtail India,3.8856995249066912,Cloudtail India,3.7142857142857135,India Sales Corp,3.7875,Cloudtail India,4.571428571428571,Cloudtail India,4.571428571428571
572,MakeMyTrip,Woohoo,3.005536748605973,Woohoo,2.75,Woohoo,3.1,Woohoo,4.05,Woohoo,4.05
573,Mamaearth,BEST FOR BABIES,4.53173006655347,BEST FOR BABIES,4.8,BEST FOR BABIES,4.18,BEST FOR BABIES,4.489999999999998,BEST FOR BABIES,4.8
574,MamyPoko,MOMAI ENTERPRISE,4.64349360241769,MOMAI ENTERPRISE,5.0,Ducant India,4.28,MOMAI ENTERPRISE,4.512499999999998,MOMAI ENTERPRISE,5.0
575,Manchester City F.C.,GoalSquadShop,3.2352989834850376,GoalSquadShop,3.1694444444444447,GoalSquadShop,3.695111111111112,GoalSquadShop,3.5439444444444437,GoalSquadShop,4.259777777777779
576,Mandhania,Laddu Gopal Poshak,4.017357310068881,Laddu Gopal Poshak,4.004444444444443,Laddu Gopal Poshak,4.156888888888889,Laddu Gopal Poshak,4.080666666666667,Laddu Gopal Poshak,4.596888888888889
577,Mappo,krishnaa sales,3.976774151419737,krishnaa sales,4.125,Shop AiS,3.918333333333333,krishnaa sales,4.22125,krishnaa sales,4.6775
578,Mark Hamill,Excel Innovators,3.3765014947536063,Excel Innovators,4.0,Excel Innovators,3.0,Excel Innovators,3.5,Excel Innovators,4.5285714285714285
579,Mastech,Premium-X,3.862564837212047,Premium-X,4.333333333333333,Royal Instrument,3.825,Royal Instrument,3.912500000000001,Premium-X,4.661904761904762
580,Max Secure,Six Etail,2.9946133237020214,Six Etail,2.35,Six Etail,3.893333333333333,Six Etail,3.546666666666667,Six Etail,4.163333333333333
581,Max2100,Fitness Hubb,3.804517131219148,Fitness Hubb,3.8181818181818175,Fitness Hubb,3.99,Fitness Hubb,3.904090909090909,Fitness Hubb,4.5325
582,Maxcore Technologies,Maxcore Technologies®,0.6297762763728869,Maxcore Technologies®,2.0,Maxcore Technologies®,1.0,Maxcore Technologies®,2.333333333333333,Maxcore Technologies®,2.333333333333333
583,McAfee,TOPSPOT,3.5370237361715278,TOPSPOT,3.2028571428571433,TOPSPOT,3.9090476190476187,TOPSPOT,4.055952380952381,TOPSPOT,4.3067619047619035
584,McCoy,AMAZINGDEALS4EVER,2.9460266775434363,AMAZINGDEALS4EVER,2.75,AMAZINGDEALS4EVER,3.3,AMAZINGDEALS4EVER,3.9,AMAZINGDEALS4EVER,3.9
585,Meat Up,Sigma Online,3.09052600011458,Cloudtail India,2.7013888888888893,Cloudtail India,3.906111111111111,Sigma Online,4.05,Cloudtail India,4.1738888888888885
586,Meco,Instrukart Holdings,4.212322082041259,Instrukart Holdings,4.0,BHANDARI ELECTRONICS AND ELECTRICALS,4.1000000000000005,Cloudtail India,4.6625,Cloudtail India,4.6625
587,Mee Mee,Ravaana,4.2066506865232025,Ravaana,4.44871794871795,Cheesycheeks,4.3,Ravaana,4.18974358974359,Ravaana,4.771794871794873
588,Metro,RHIME,4.086324699666706,RHIME,4.6000000000000005,Ascension Enterprises LLP,4.2,RHIME,4.15,Aditya Overseas™,4.714285714285714
589,Meya Happy,Meya Happy®,4.441395533085167,Meya Happy®,4.75,Meya Happy®,4.1000000000000005,Meya Happy®,4.424999999999999,Meya Happy®,4.75
590,Mi,CaymanSquare,4.052121393651404,CaymanSquare,4.083333333333333,ZARPAT INDIA,4.1923076923076925,Electronics Shoppe,4.278125,CaymanSquare,4.658333333333333
591,Michelin,TheMichelinShoppe,4.018730695111518,TheMichelinShoppe,4.0,TheMichelinShoppe,4.050000000000002,TheMichelinShoppe,4.025,TheMichelinShoppe,4.73
592,Micromax,Appario Retail Private Ltd,3.746985416963492,Appario Retail Private Ltd,3.7894736842105265,Cloudtail India,3.9112179487179497,Meera-Enterprises,4.4,Appario Retail Private Ltd,4.431578947368421
593,Microsoft,TOTAL MOBILE AND GAMING,4.4760981476922606,TOTAL MOBILE AND GAMING,4.090909090909091,Classic Network and Computers,4.4,TOTAL MOBILE AND GAMING,4.854545454545455,TOTAL MOBILE AND GAMING,4.854545454545455
594,Milestone,Cloudtail India,3.46193122034042,Cloudtail India,3.6,Cloudtail India,3.7199999999999993,Cloudtail India,3.66,Cloudtail India,4.336666666666667
595,Milestouch,Kitchenking,3.9456008907133975,Kitchenking,4.142857142857143,Vaibhav_Creation,4.233333333333333,Kitchenking,4.0,Amage india,4.628571428571427
596,Mitashi,Appario Retail Private Ltd,3.639056934392396,Appario Retail Private Ltd,3.75,Cloudtail India,3.802978723404256,Cloudtail India,3.9717021276595754,Appario Retail Private Ltd,4.546666666666666
597,Mivi,Appario Retail Private Ltd,3.5919039391184717,Appario Retail Private Ltd,3.2984126984126982,Appario Retail Private Ltd,3.951746031746033,Appario Retail Private Ltd,3.996507936507936,Appario Retail Private Ltd,4.3803174603174595
598,Mobias Retails,DSK Collections,3.5115931328070102,TS RETAILER,3.666666666666667,TS RETAILER,3.7666666666666666,TS RETAILER,3.7166666666666655,DSK Collections,4.427272727272729
599,MobileGabbar,FOOD AVENUE,4.019187834822005,AmPmStore,4.0,FOOD AVENUE,4.366666666666667,FOOD AVENUE,4.1000000000000005,FOOD AVENUE,4.552380952380952
600,Mohit Chauhan,Pritam Music Pvt. Ltd.,3.969786340231358,Pritam Music Pvt. Ltd.,3.8571428571428568,New Super Star Selections,4.160000000000001,New Super Star Selections,3.98,Pritam Music Pvt. Ltd.,4.8047619047619055
601,Mohit Raina,Pritam Music Pvt. Ltd.,3.6263693307285583,UltraMedia,4.166666666666667,RADIO & GRAMOPHONE HOUSE,4.166666666666667,Pritam Music Pvt. Ltd.,3.75,UltraMedia,4.580952380952381
602,Monitor,Madaan communication,4.090211288334852,Madaan communication,3.833333333333333,Madaan communication,4.4,Madaan communication,4.116666666666666,Madaan communication,4.671428571428573
603,Morphy Richards,A.E.I.M CORP,4.700414124770618,A.E.I.M CORP,5.0,A.E.I.M CORP,4.133333333333334,e Space India,4.76,A.E.I.M CORP,5.0
604,Motorola,Appario Retail Private Ltd,4.070518843086791,Telecom Star,4.333333333333333,Plus Kart SLP,4.166666666666667,Appario Retail Private Ltd,4.133333333333334,Plus Kart SLP,4.638095238095239
605,Mototrance,Cloudtail India,3.05496888505252,Autofurnish India,3.0,Cloudtail India,3.767692307692308,Autofurnish India,3.3542307692307687,Cloudtail India,4.283076923076924
606,Munchkin,iBhejo,4.2834204920687595,M/s Gifts World,4.2,iBhejo,4.3599999999999985,iBhejo,4.28,M/s Gifts World,4.743333333333333
607,MuscleXP,Emmbros Overseas,3.9812406583997633,Emmbros Overseas,4.6000000000000005,Emmbros Overseas,3.5,Emmbros Overseas,4.05,Emmbros Overseas,4.6000000000000005
608,My Shaldan,theWinkel,3.8748803386427526,theWinkel,4.142857142857143,Thanukkodi Adithya,4.333333333333334,theWinkel,3.9571428571428577,theWinkel,4.571428571428571
609,Mystique,Cloudtail India,2.8298009181495174,Cloudtail India,2.6666666666666665,Cloudtail India,3.373333333333333,Cloudtail India,3.4199999999999995,Cloudtail India,4.062222222222221
610,N Choice,N Choice Bags,3.491841542944192,N Choice Bags,3.6681818181818175,N Choice Bags,3.756818181818181,N Choice Bags,3.7125,N Choice Bags,4.281818181818182
611,NETCO POWER,Heega Sports,4.369297600361905,Heega Sports,4.5,Heega Sports,4.2,Heega Sports,4.35,Krishna Creators,4.84
612,NIRLON,Rockingdeals,3.77338422557113,Rockingdeals,4.0,Rockingdeals,3.68,Rockingdeals,3.84,Rockingdeals,4.616666666666666
613,NISHICA,PUSHBRITE,3.648602008887004,PUSHBRITE,3.1818181818181817,PUSHBRITE,3.9818181818181824,PUSHBRITE,3.9909090909090903,PUSHBRITE,4.572727272727274
614,NISUN,NISUN INC.,3.4537151197205453,NISUN INC.,2.9090909090909087,NISUN INC.,4.098484848484849,NISUN INC.,3.849242424242424,NISUN INC.,4.371212121212121
615,NIVIA - - Step Out & Play,Cloudtail India,3.2958468794563736,Cloudtail India,3.05,IBAZAR,4.133333333333333,Cloudtail India,3.5075,sportzcomplex,4.5095238095238095
616,NOVEX,Novex,3.5710353640092167,Novex,3.6222222222222222,Novex,3.807901234567901,Novex,3.7150617283950607,Novex,4.451111111111112
617,NOVICZ,Avenue Overseas Private Limited,4.450385120119852,Avenue Overseas Private Limited,4.75,Avenue Overseas Private Limited,4.1,Avenue Overseas Private Limited,4.425000000000002,Avenue Overseas Private Limited,4.7700000000000005
618,NPRC,NPRC,3.3938146813286694,NPRC,2.8000000000000003,NPRC,4.22,NPRC,3.51,NPRC,4.52
619,Namco,GXC,4.446950253207304,Game X,3.743589743589744,GXC,5.0,GXC,5.0,GXC,5.0
620,NeedyBee,NeedyBee,4.408976534303108,NeedyBee,4.714285714285714,NeedyBee,4.042857142857144,NeedyBee,4.378571428571428,NeedyBee,4.785714285714286
621,Nestle,G-Mart Store,4.388853512451696,G-Mart Store,4.75,Softcloud Retails,4.425,G-Mart Store,4.375,Cloudtail India,4.771428571428571
622,Netgear,MSN Enterprises2015,4.3940510921884535,MSN Enterprises2015,4.291666666666667,Geek STORE,4.06,MSN Enterprises2015,4.741666666666666,MSN Enterprises2015,4.779166666666667
623,New World,chamunda enterprises,3.825179965158752,chamunda enterprises,2.5,chamunda enterprises,4.3,chamunda enterprises,4.65,chamunda enterprises,4.65
624,Nice Line,Nice Line Bags,2.890229561591102,Nice Line Bags,2.5476190476190474,Nice Line Bags,3.7416666666666667,Nice Line Bags,3.1446428571428564,Nice Line Bags,4.248809523809524
625,Nikon,BRAND W0RLD,4.511389166878826,Peach Imports,4.166666666666667,BRAND W0RLD,5.0,PatelCom Store,5.0,PatelCom Store,5.0
626,Nilvarna Handicraft,Nilvarna Handicraft,3.336582098260873,Nilvarna Handicraft,3.0,Nilvarna Handicraft,4.0,Nilvarna Handicraft,3.5,Nilvarna Handicraft,4.42
627,Nimble House,Nimble house,3.9647931729034136,Nimble house,4.0,Nimble house,4.05,Nimble house,4.025,Nimble house,4.61
628,Nivia,Genuine Sports Guaranteed,4.502756047149464,Genuine Sports Guaranteed,5.0,The Prime Mall,4.2,Genuine Sports Guaranteed,4.378571428571428,Genuine Sports Guaranteed,5.0
629,Noise,Meera-Enterprises,3.836619243689815,PINNACLE ELECTRONICS,3.8166666666666655,Meera-Enterprises,3.9916666666666663,Meera-Enterprises,4.129166666666666,Meera-Enterprises,4.516666666666667
630,Nootie,Cloudtail India,3.4789787454105894,Cloudtail India,3.363636363636364,Foodie Puppies®,4.141363636363637,Cloudtail India,3.621212121212122,Cloudtail India,4.460606060606062
631,Nova,Cloudtail India,4.042753629989822,Cloudtail India,3.2,All Gifts,4.2,Cloudtail India,4.68,Cloudtail India,4.68
632,Nu Republic,Gadget House India,3.7264069835272737,Meera-Enterprises,3.375,Meera-Enterprises,3.8,Gadget House India,4.523076923076923,Gadget House India,4.523076923076923
633,Numlock,Cloudtail India,4.3642709994539635,Cloudtail India,4.833333333333334,big zoom,4.2,Cloudtail India,4.316666666666666,Cloudtail India,4.833333333333334
634,OCIAL,RHMART™,2.9988657638186473,RHMART™,3.2,RHMART™,3.48,RHMART™,3.34,J H MART,4.0686868686868705
635,OMOTON,OMOTON Mall,3.8631665623652207,OMOTON Mall,2.8,OMOTON Mall,4.3,OMOTON Mall,4.58,OMOTON Mall,4.58
636,ONLINE MONK,Online Monk,2.7066446040483765,Online Monk,2.6,Online Monk,3.575,Online Monk,3.0875,Online Monk,3.975
637,OOZE,polaccessories,3.377348512795123,polaccessories,3.0,polaccessories,3.6,polaccessories,4.2,polaccessories,4.2
638,ORICO,DKonline,4.219431878466768,Tiyana Incorporation (INDIA),3.8571428571428568,Discount Bazaar India,4.272,DKonline,4.535555555555557,DKonline,4.755555555555556
639,ORPIO (LABLE),Vyson,3.356286445783581,Vyson,3.35,Vyson,3.761,Vyson,3.5555,Vyson,4.340999999999998
640,OSE,Myhealthycopper,4.630358097259324,Myhealthycopper,5.0,Home Care products,4.1,Myhealthycopper,4.5,Myhealthycopper,5.0
641,OULII,IROBOTBOX,3.5370938184214373,IROBOTBOX,3.4166666666666665,IROBOTBOX,3.8699999999999988,IROBOTBOX,3.6433333333333326,IROBOTBOX,4.539230769230769
642,OceanSky Brand Store,DIGI POINT,4.672486451057628,DIGI POINT,3.5,DIGI POINT,5.0,DIGI POINT,5.0,DIGI POINT,5.0
643,Oddy,Inditradition ®,4.256031974338141,Inditradition ®,4.583333333333334,Asian Agencies,4.112500000000002,Inditradition ®,4.248214285714286,Inditradition ®,4.747619047619048
644,Okayji,Okayji,3.4333217780885983,Okayji,3.044500674763833,Okayji,4.013070175438596,Okayji,3.7393117408906877,Okayji,4.386754385964912
645,Ole Baby,Mani Sales,2.397731714999476,Mani Sales,1.6666666666666667,Mani Sales,3.8333333333333335,Mani Sales,2.75,Mani Sales,4.058333333333334
646,Ollmii,eStofers®,3.7057688376106888,eStofers®,4.0,eStofers®,3.6999999999999993,eStofers®,3.85,eStofers®,4.442857142857143
647,Om,om surgicals.,3.7105200443954502,om surgicals.,3.0,om surgicals.,4.1,om surgicals.,4.4,om surgicals.,4.4
648,Omron,Exborders,3.5209269791704516,Exborders,3.3571428571428568,Healthcare Supplies,3.925,Exborders,4.078571428571428,Healthcare Supplies,4.445
649,Onida,Cloudtail India,3.777281224059661,Cloudtail India,3.375,BEAT THE HEAT,4.0,Cloudtail India,4.375,Cloudtail India,4.375
650,Ontel,MyKart99,2.843431150420217,MyKart99,1.8571428571428568,MyKart99,4.214285714285714,MyKart99,3.0357142857142856,MyKart99,4.385714285714286
651,Ontime,Zollyss®,4.814255169476473,Zollyss®,5.0,Zollyss®,4.35,Zollyss®,4.675000000000002,Zollyss®,5.0
652,Orient,Noor Enterprise873,4.266479041918006,India Sales Corp,4.5,N. K. MARKETING,4.116666666666666,Noor Enterprise873,4.775,Noor Enterprise873,4.775
653,Orient Electric,BUSINESS PEOPLES,4.343137806708424,BUSINESS PEOPLES,4.166666666666667,Cloudtail.,4.3199999999999985,BUSINESS PEOPLES,4.808333333333334,BUSINESS PEOPLES,4.808333333333334
654,Origami So..Soft,origami So soft,4.180146755391191,origami So soft,4.25,New Webshoppers,4.048571428571429,Anand Parkash and Sons,4.4214285714285735,Anand Parkash and Sons,4.678571428571429
655,Orpat,24X7 SHOPPING STORE,4.387805844138828,SHREE BUSINESS,4.857142857142857,JAINAM SHOPPING MART,4.2,24X7 SHOPPING STORE,4.8375,SHREE BUSINESS,4.857142857142857
656,Oscar,Kejriwal Electronics Ltd,2.8114457001493833,Kejriwal Electronics Ltd,3.0,Kejriwal Electronics Ltd,2.966666666666667,Kejriwal Electronics Ltd,3.775,Kejriwal Electronics Ltd,3.775
657,Owen Wilson,Music&more,3.479066630301451,Music&more,3.166666666666667,Music&more,4.1,Music&more,3.633333333333333,Music&more,4.428571428571429
658,Ozoy,Ozoy®,3.3872068438141,Ozoy®,3.333333333333333,Ozoy®,3.983333333333333,Ozoy®,3.6583333333333337,Ozoy®,4.1690476190476184
659,PAPER PLANE DESIGN,One n Seven Crew,3.9568096254494898,One n Seven Crew,4.0,One n Seven Crew,4.3,One n Seven Crew,4.15,Paper Plane Design,4.58
660,PARADOX (LABEL),Paradox India,2.689512862315857,Paradox India,1.75,Paradox India,4.1,Paradox India,2.925,Paradox India,4.3
661,PCS SYSTEM - Battery Airtel E5573s,-TOS-,4.011003146157041,-TOS-,3.0,-TOS-,4.4,-TOS-,4.6400000000000015,eCosmos By Royal IT Official,4.654000000000001
662,PEEBUDDY,Cloudtail India,3.4925755472185336,Cloudtail India,3.571428571428572,First Step Digital,4.0,Cloudtail India,3.710714285714286,Cloudtail India,4.285714285714286
663,PH Artistic,PH Artistic,0.9857181085877199,PH Artistic,2.0,PH Artistic,1.3999999999999997,PH Artistic,2.6,PH Artistic,2.6
664,PITZO,PITZO ONLINE,3.0912366666405315,PITZO ONLINE,2.8000000000000003,PITZO ONLINE,3.925,PITZO ONLINE,3.3624999999999994,PITZO ONLINE,4.191666666666666
665,PMW,Rock world,4.385870270085279,Rock world,4.833333333333334,PADMAVATHI  DISTRIBUTORS,4.2,Rock world,4.325,Rock world,4.8619047619047615
666,POLE STAR,POLESTAR-BAGS,3.5126806503370487,POLESTAR-BAGS,3.4084444444444446,POLESTAR-BAGS,3.8937333333333353,POLESTAR-BAGS,3.651088888888889,POLESTAR-BAGS,4.466622222222223
667,PORTABLEWASH,Cinopera Technologies LLP,3.5825303389362486,Cinopera Technologies LLP,2.5,Cinopera Technologies LLP,4.2,Cinopera Technologies LLP,4.4,Cinopera Technologies LLP,4.4
668,PROCUS,Miracle Retail,3.0190177357696477,Miracle Retail,2.628571428571429,Miracle Retail,3.58,Miracle Retail,3.6757142857142857,Miracle Retail,4.137142857142857
669,PROKLEAR,Cloudtail India,2.92466316079794,Cloudtail India,2.6,Cloudtail India,3.96,Cloudtail India,3.2800000000000007,Cloudtail India,4.010000000000002
670,PUREPET,Cloudtail India,3.339513024590937,Cloudtail India,3.5,Cloudtail India,3.8,Cloudtail India,3.65,Cloudtail India,4.085714285714286
671,PVR Cinemas,Woohoo,2.3888952475134344,Woohoo,2.25,Woohoo,2.8000000000000003,Woohoo,3.625,Woohoo,3.625
672,Pampers,Hitech Enterprises.,4.165088944339233,G-Mart Store,4.392857142857143,Hitech Enterprises.,4.3199999999999985,Hitech Enterprises.,4.160000000000001,G-Mart Store,4.742857142857143
673,Pampers Premium Care,Cloudtail India,3.8963446932276673,Cloudtail India,4.111111111111111,The Kingdom of Ecomm,4.176166666666667,Cloudtail India,3.938148148148148,Cloudtail India,4.662962962962963
674,Panasonic,BestStore2018,4.371115227412199,B.L. Enterprises,3.8333333333333335,Brand Authorized Sales,4.6000000000000005,BestStore2018,4.76,BestStore2018,4.76
675,Pandit Nikhil Banerjee,Pritam Music Pvt. Ltd.,3.905718743818348,Pritam Music Pvt. Ltd.,4.0,A R O H I,4.08,Pritam Music Pvt. Ltd.,4.025,Pankajtelevideocentre,4.49
676,Pantaloons,Woohoo,3.260335770578643,Woohoo,1.5,Woohoo,4.2,Woohoo,4.4,Woohoo,4.4
677,Pantene,Cloudtail India,4.560302069748029,Cloudtail India,5.0,Bombay Gizmos,4.3,Cloudtail India,4.433333333333334,Cloudtail India,5.0
678,Pardzworld,PARDZWORLD,3.3155739647751243,PARDZWORLD,2.5,PARDZWORLD,3.9,PARDZWORLD,4.2,PARDZWORLD,4.2
679,Park Avenue,Beautykart,4.0417866108578036,Beautykart,4.571428571428571,care and cure medicose,4.38,Beautykart,4.052380952380951,Beautykart,4.728571428571429
680,Parker,Printdoot Corporation,3.934027369069336,Appario Retail Private Ltd,4.285714285714286,Asquare Enterprise,4.04,Printdoot Corporation,4.0,Printdoot Corporation,4.6000000000000005
681,Paul Rudd,Pritam Music Pvt. Ltd.,3.8714516609425162,Pritam Music Pvt. Ltd.,4.166666666666667,Music&more,4.371428571428572,Pritam Music Pvt. Ltd.,4.0233333333333325,Music&more,4.6000000000000005
682,Pedigree,Shake Hands My Pet Store,3.8853074880302696,Shake Hands My Pet Store,3.855555555555555,Furracious Pet,4.2,Shake Hands My Pet Store,3.9502777777777784,Shake Hands My Pet Store,4.605
683,Pepperfry,Woohoo,4.189194598521219,Woohoo,2.0,Woohoo,5.0,Woohoo,5.0,Woohoo,5.0
684,Pet Wholesale,A and D TRADERS,3.1625778897280186,Cloudtail India,3.333333333333333,PETWHOLESALEDOTIN,4.239999999999998,A and D TRADERS,3.4,PETWHOLESALEDOTIN,4.473333333333334
685,Peter England,Cloudtail India,3.6848881914863263,Cloudtail India,3.621296296296297,Cloudtail India,3.9670833333333326,Cloudtail India,3.794189814814816,Cloudtail India,4.519398148148149
686,Pets Empire,SKI Group®,3.8672282781895047,SKI Group®,4.01025641025641,SKI Group®,3.824615384615385,SKI Group®,3.9174358974358983,SKI Group®,4.644615384615385
687,Phenovo,Deals Sea,3.717088788375445,Deals Sea,3.4285714285714284,Cyruss,4.133333333333333,Deals Sea,3.7642857142857142,Deals Sea,4.6571428571428575
688,Philips,STAR EMPIRES,4.814255169476473,The Discount Deals,5.0,ROSSMANN,4.6000000000000005,MARKS A,4.7375,STAR EMPIRES,5.0
689,Philips Avent,Juniors Junction,4.724933734399571,Juniors Junction,5.0,GURUJI INTERPRISES,4.433333333333334,Juniors Junction,4.589999999999999,Juniors Junction,5.0
690,Philips Lighting India,A ONE ELECTRICAL AND HARDWEAYR,4.204674447261537,A ONE ELECTRICAL AND HARDWEAYR,4.333333333333333,QUIDDITY RETAILS LLP,4.3,A ONE ELECTRICAL AND HARDWEAYR,4.258333333333334,Electrama,4.71
691,Photron,TigeRetaiL_SLP,3.791716661136857,TigeRetaiL_SLP,3.4876543209876547,TigeRetaiL_SLP,3.939197530864197,TigeRetaiL_SLP,4.274537037037036,TigeRetaiL_SLP,4.458024691358023
692,Pigeon,Sri dattganapathi agencie,4.341155160729223,SAGE910,4.8,Kitchen Mart,4.275,Sri dattganapathi agencie,4.3125,SAGE910,4.8
693,Pigeon by Stovekraft,BestBuy Mart,4.7879841591597385,Subh Sale,5.0,BestBuy Mart,4.3,BestBuy Mart,4.65,BestBuy Mart,5.0
694,Pilot,Vinod Stationers,4.180140218068127,Vinod Stationers,3.924242424242424,STARMARKC,4.4,STARMARKC,4.6400000000000015,Vinod Stationers,4.724242424242424
695,Plantex,Planet India,3.559439665955458,Planet India,3.2121212121212124,Planet India,3.953030303030304,Planet India,3.9098484848484847,Planet India,4.443939393939393
696,Play,Advance Projector Inc,3.5567986348660763,Advance Projector Inc,3.4285714285714284,Advance Projector Inc,4.071428571428571,Advance Projector Inc,3.75,Advance Projector Inc,4.333928571428571
697,Play Panda,Play Panda,3.783166645219058,Exborders,4.0,Play Panda,4.240000000000001,Exborders,3.9416666666666673,Play Panda,4.673333333333333
698,Polk Audio,Appario Retail Private Ltd,2.502542497983544,Appario Retail Private Ltd,1.0,Appario Retail Private Ltd,4.150000000000001,Appario Retail Private Ltd,3.119444444444445,Appario Retail Private Ltd,4.216666666666667
699,Porro Fino,SUNNY LIGHTS,3.7129308986824,SUNNY LIGHTS,4.199999999999998,SUNNY LIGHTS,3.22,SUNNY LIGHTS,4.071111111111111,SUNNY LIGHTS,4.477777777777779
700,Portronics,rjsales,4.179964563730079,The Connections,4.4,ProAudioVideo,4.5,ProAudioVideo,4.571428571428571,rjsales,4.827272727272726
701,PowerMax Fitness,Powermax Fitness India Pvt. Ltd.,3.5905638964449373,Powermax Fitness India Pvt. Ltd.,3.571428571428572,Powermax Fitness India Pvt. Ltd.,3.914285714285714,Powermax Fitness India Pvt. Ltd.,3.7428571428571433,Powermax Fitness India Pvt. Ltd.,4.428571428571429
702,Powerpak,eValuemart®,3.72727766291252,eValuemart®,3.8,Sahaj Enterprise Surat,4.1,eValuemart®,3.870000000000001,PickTheDeal,4.442857142857143
703,Prabhas,Music Corner Chandigarh,4.564680571467484,JPS Lifestyle Products,5.0,Starmark,4.12,Music Corner Chandigarh,4.4375,JPS Lifestyle Products,5.0
704,Prana Air,Prana Air,4.03548200655412,Prana Air,3.75,Prana Air,4.225,Prana Air,3.9875,Prana Air,4.85
705,Preethi,Olympia Electronics SLP,3.676958645898879,Olympia Electronics SLP,3.5,Cloudtail India,4.2200000000000015,Olympia Electronics SLP,3.7875,Olympia Electronics SLP,4.515
706,Premier,Acme Mart,3.5722832633437736,HR ENTERPRISES.......,3.4133333333333336,Acme Mart,4.307142857142858,Acme Mart,4.403571428571428,Acme Mart,4.5
707,Prestige,lowprice bazaar,4.176041502816754,lowprice bazaar,4.0,lowprice bazaar,3.9,Cloud Business India,4.711111111111111,Cloud Business India,4.711111111111111
708,Presto!,Cloudtail India,3.1966502631125335,Sigma Online,2.833333333333333,Cloudtail India,3.8041552511415517,Cloudtail India,3.7077853881278533,Cloudtail India,4.2810958904109615
709,PrettyKrafts,Pretty Krafts,2.631453370405193,Pretty Krafts,1.7142857142857142,Pretty Krafts,4.085714285714285,Pretty Krafts,2.9,Pretty Krafts,4.228571428571429
710,Princeware,Sigma Online,4.130237322872311,Sigma Online,4.4,Sigma Online,4.079999999999999,Sigma Online,4.239999999999998,Sigma Online,4.483333333333333
711,ProElite,Meera-Enterprises,4.109008174346639,Meera-Enterprises,4.090909090909091,Appario Retail Private Ltd,4.0575757575757585,Meera-Enterprises,4.3618181818181805,Meera-Enterprises,4.754545454545454
712,ProQ,Elektromart,3.5155904173426964,Elektromart,3.333333333333333,Elektromart,3.98,Elektromart,3.6566666666666654,Elektromart,4.458571428571429
